index;groups;target
42;1;49.06040268
43;1;50.20134228
44;1;51.34228188
45;1;52.48322148
46;1;53.62416107
47;1;54.76510067
48;1;55.90604027
49;1;57.04697987
50;1;58.18791946
51;1;59.32885906
52;1;60.46979866
53;1;61.61073826
54;1;62.75167785
55;1;63.89261745
56;1;65.03355705
57;1;66.17449664
58;1;67.31543624
59;1;68.45637584
60;1;69.59731544
61;1;70.73825503
62;1;71.87919463
63;1;73.02013423
64;1;74.16107383
65;1;75.30201342
66;1;76.44295302
67;1;77.58389262
68;1;78.72483221
69;1;79.86577181
70;1;81.00671141
71;1;82.14765101
72;1;83.2885906
73;1;84.4295302
74;1;85.5704698
75;1;86.7114094
76;1;87.85234899
77;1;88.99328859
78;1;90.13422819
79;1;91.27516779
80;1;92.41610738
81;1;93.55704698
82;1;94.69798658
83;1;95.83892617
84;1;96.97986577
85;1;98.12080537
86;1;99.26174497
87;1;100.4026846
88;1;101.5436242
89;1;102.6845638
90;1;103.8255034
91;1;104.966443
92;1;106.1073826
93;1;107.2483221
94;1;108.3892617
95;1;109.5302013
96;1;110.6711409
97;1;111.8120805
98;1;112.9530201
99;1;114.0939597
100;1;115.2348993
101;1;116.3758389
102;1;117.5167785
103;1;118.6577181
104;1;119.7986577
105;1;120.9395973
106;1;122.0805369
107;1;123.2214765
108;1;124.3624161
109;1;125.5033557
110;1;126.6442953
111;1;127.7852349
112;1;128.9261745
113;1;130.0671141
114;1;131.2080537
115;1;132.3489933
116;1;133.4899329
117;1;134.6308725
118;1;135.7718121
119;1;136.9127517
120;1;138.0536913
121;1;139.1946309
122;1;140.3355705
123;1;141.4765101
124;1;142.6174497
125;1;143.7583893
126;1;144.8993289
127;1;146.0402685
128;1;147.1812081
129;1;148.3221477
130;1;149.4630872
131;1;150.6040268
132;1;151.7449664
133;1;152.885906
134;1;154.0268456
135;1;155.1677852
136;1;156.3087248
137;1;157.4496644
138;1;158.590604
139;1;159.7315436
140;1;160.8724832
141;1;162.0134228
142;1;163.1543624
143;1;164.295302
144;1;165.4362416
145;1;166.5771812
146;1;167.7181208
147;1;168.8590604
148;1;170
0;2;1.875
1;2;3.75
2;2;5.625
3;2;7.5
4;2;9.375
5;2;11.25
6;2;13.125
7;2;15
8;2;16.875
9;2;18.75
10;2;20.625
11;2;22.5
12;2;24.375
13;2;26.25
14;2;28.125
15;2;30
16;2;31.875
17;2;33.75
18;2;35.625
19;2;37.5
20;2;39.375
21;2;41.25
22;2;43.125
23;2;45
24;2;46.875
25;2;48.75
26;2;50.625
27;2;52.5
28;2;54.375
29;2;56.25
30;2;58.125
31;2;60
32;2;61.875
33;2;63.75
34;2;65.625
35;2;67.5
36;2;69.375
37;2;71.25
38;2;73.125
39;2;75
40;2;76.875
41;2;78.75
42;2;80.625
43;2;82.5
44;2;84.375
45;2;86.25
46;2;88.125
47;2;90
48;2;91.875
49;2;93.75
50;2;95.625
51;2;97.5
52;2;99.375
53;2;101.25
54;2;103.125
55;2;105
56;2;106.875
57;2;108.75
58;2;110.625
59;2;112.5
60;2;114.375
61;2;116.25
62;2;118.125
63;2;120
64;2;121.875
65;2;123.75
66;2;125.625
67;2;127.5
68;2;129.375
69;2;131.25
70;2;133.125
71;2;135
72;2;136.875
73;2;138.75
74;2;140.625
75;2;142.5
76;2;144.375
77;2;146.25
78;2;148.125
79;2;150
80;2;151.875
81;2;153.75
82;2;155.625
83;2;157.5
84;2;159.375
85;2;161.25
86;2;163.125
87;2;165
88;2;166.875
89;2;168.75
90;2;170.625
91;2;172.5
92;2;174.375
93;2;176.25
94;2;178.125
95;2;180
96;2;181.875
97;2;183.75
98;2;185.625
99;2;187.5
100;2;189.375
101;2;191.25
102;2;193.125
103;2;195
104;2;196.875
105;2;198.75
106;2;200.625
107;2;202.5
108;2;204.375
109;2;206.25
110;2;208.125
111;2;210
0;3;1.278195489
1;3;2.556390977
2;3;3.834586466
3;3;5.112781955
4;3;6.390977444
5;3;7.669172932
6;3;8.947368421
7;3;10.22556391
8;3;11.5037594
9;3;12.78195489
10;3;14.06015038
11;3;15.33834586
12;3;16.61654135
13;3;17.89473684
14;3;19.17293233
15;3;20.45112782
16;3;21.72932331
17;3;23.0075188
18;3;24.28571429
19;3;25.56390977
20;3;26.84210526
21;3;28.12030075
22;3;29.39849624
23;3;30.67669173
24;3;31.95488722
25;3;33.23308271
26;3;34.5112782
27;3;35.78947368
28;3;37.06766917
29;3;38.34586466
30;3;39.62406015
31;3;40.90225564
32;3;42.18045113
33;3;43.45864662
34;3;44.73684211
35;3;46.01503759
36;3;47.29323308
37;3;48.57142857
38;3;49.84962406
39;3;51.12781955
40;3;52.40601504
41;3;53.68421053
42;3;54.96240602
43;3;56.2406015
44;3;57.51879699
45;3;58.79699248
46;3;60.07518797
47;3;61.35338346
48;3;62.63157895
49;3;63.90977444
50;3;65.18796992
51;3;66.46616541
52;3;67.7443609
53;3;69.02255639
54;3;70.30075188
55;3;71.57894737
56;3;72.85714286
57;3;74.13533835
58;3;75.41353383
59;3;76.69172932
60;3;77.96992481
61;3;79.2481203
62;3;80.52631579
63;3;81.80451128
64;3;83.08270677
65;3;84.36090226
66;3;85.63909774
67;3;86.91729323
68;3;88.19548872
69;3;89.47368421
70;3;90.7518797
71;3;92.03007519
72;3;93.30827068
73;3;94.58646617
74;3;95.86466165
75;3;97.14285714
76;3;98.42105263
77;3;99.69924812
78;3;100.9774436
79;3;102.2556391
80;3;103.5338346
81;3;104.8120301
82;3;106.0902256
83;3;107.3684211
84;3;108.6466165
85;3;109.924812
86;3;111.2030075
87;3;112.481203
88;3;113.7593985
89;3;115.037594
90;3;116.3157895
91;3;117.593985
92;3;118.8721805
93;3;120.1503759
94;3;121.4285714
95;3;122.7067669
96;3;123.9849624
97;3;125.2631579
98;3;126.5413534
99;3;127.8195489
100;3;129.0977444
101;3;130.3759398
102;3;131.6541353
103;3;132.9323308
104;3;134.2105263
105;3;135.4887218
106;3;136.7669173
107;3;138.0451128
108;3;139.3233083
109;3;140.6015038
110;3;141.8796992
111;3;143.1578947
112;3;144.4360902
113;3;145.7142857
114;3;146.9924812
115;3;148.2706767
116;3;149.5488722
117;3;150.8270677
118;3;152.1052632
119;3;153.3834586
120;3;154.6616541
121;3;155.9398496
122;3;157.2180451
123;3;158.4962406
124;3;159.7744361
125;3;161.0526316
126;3;162.3308271
127;3;163.6090226
128;3;164.887218
129;3;166.1654135
130;3;167.443609
131;3;168.7218045
132;3;170
0;4;1.313868613
1;4;2.627737226
2;4;3.941605839
3;4;5.255474453
4;4;6.569343066
5;4;7.883211679
6;4;9.197080292
7;4;10.51094891
8;4;11.82481752
9;4;13.13868613
10;4;14.45255474
11;4;15.76642336
12;4;17.08029197
13;4;18.39416058
14;4;19.7080292
15;4;21.02189781
16;4;22.33576642
17;4;23.64963504
18;4;24.96350365
19;4;26.27737226
20;4;27.59124088
21;4;28.90510949
22;4;30.2189781
23;4;31.53284672
24;4;32.84671533
25;4;34.16058394
26;4;35.47445255
27;4;36.78832117
28;4;38.10218978
29;4;39.41605839
30;4;40.72992701
31;4;42.04379562
32;4;43.35766423
33;4;44.67153285
34;4;45.98540146
35;4;47.29927007
36;4;48.61313869
37;4;49.9270073
38;4;51.24087591
39;4;52.55474453
40;4;53.86861314
41;4;55.18248175
42;4;56.49635036
43;4;57.81021898
44;4;59.12408759
45;4;60.4379562
46;4;61.75182482
47;4;63.06569343
48;4;64.37956204
49;4;65.69343066
50;4;67.00729927
51;4;68.32116788
52;4;69.6350365
53;4;70.94890511
54;4;72.26277372
55;4;73.57664234
56;4;74.89051095
57;4;76.20437956
58;4;77.51824818
59;4;78.83211679
60;4;80.1459854
61;4;81.45985401
62;4;82.77372263
63;4;84.08759124
64;4;85.40145985
65;4;86.71532847
66;4;88.02919708
67;4;89.34306569
68;4;90.65693431
69;4;91.97080292
70;4;93.28467153
71;4;94.59854015
72;4;95.91240876
73;4;97.22627737
74;4;98.54014599
75;4;99.8540146
76;4;101.1678832
77;4;102.4817518
78;4;103.7956204
79;4;105.1094891
80;4;106.4233577
81;4;107.7372263
82;4;109.0510949
83;4;110.3649635
84;4;111.6788321
85;4;112.9927007
86;4;114.3065693
87;4;115.620438
88;4;116.9343066
89;4;118.2481752
90;4;119.5620438
91;4;120.8759124
92;4;122.189781
93;4;123.5036496
94;4;124.8175182
95;4;126.1313869
96;4;127.4452555
97;4;128.7591241
98;4;130.0729927
99;4;131.3868613
100;4;132.7007299
101;4;134.0145985
102;4;135.3284672
103;4;136.6423358
104;4;137.9562044
105;4;139.270073
106;4;140.5839416
107;4;141.8978102
108;4;143.2116788
109;4;144.5255474
110;4;145.8394161
111;4;147.1532847
112;4;148.4671533
113;4;149.7810219
114;4;151.0948905
115;4;152.4087591
116;4;153.7226277
117;4;155.0364964
118;4;156.350365
119;4;157.6642336
120;4;158.9781022
121;4;160.2919708
122;4;161.6058394
123;4;162.919708
124;4;164.2335766
125;4;165.5474453
126;4;166.8613139
127;4;168.1751825
128;4;169.4890511
129;4;170.8029197
130;4;172.1167883
131;4;173.4306569
132;4;174.7445255
133;4;176.0583942
134;4;177.3722628
135;4;178.6861314
136;4;180
0;5;1.428571429
1;5;2.857142857
2;5;4.285714286
3;5;5.714285714
4;5;7.142857143
5;5;8.571428571
6;5;10
7;5;11.42857143
8;5;12.85714286
9;5;14.28571429
10;5;15.71428571
11;5;17.14285714
12;5;18.57142857
13;5;20
14;5;21.42857143
15;5;22.85714286
16;5;24.28571429
17;5;25.71428571
18;5;27.14285714
19;5;28.57142857
20;5;30
21;5;31.42857143
22;5;32.85714286
23;5;34.28571429
24;5;35.71428571
25;5;37.14285714
26;5;38.57142857
27;5;40
28;5;41.42857143
29;5;42.85714286
30;5;44.28571429
31;5;45.71428571
32;5;47.14285714
33;5;48.57142857
34;5;50
35;5;51.42857143
36;5;52.85714286
37;5;54.28571429
38;5;55.71428571
39;5;57.14285714
40;5;58.57142857
41;5;60
42;5;61.42857143
43;5;62.85714286
44;5;64.28571429
45;5;65.71428571
46;5;67.14285714
47;5;68.57142857
48;5;70
49;5;71.42857143
50;5;72.85714286
51;5;74.28571429
52;5;75.71428571
53;5;77.14285714
54;5;78.57142857
55;5;80
56;5;81.42857143
57;5;82.85714286
58;5;84.28571429
59;5;85.71428571
60;5;87.14285714
61;5;88.57142857
62;5;90
63;5;91.42857143
64;5;92.85714286
65;5;94.28571429
66;5;95.71428571
67;5;97.14285714
68;5;98.57142857
69;5;100
70;5;101.4285714
71;5;102.8571429
72;5;104.2857143
73;5;105.7142857
74;5;107.1428571
75;5;108.5714286
76;5;110
77;5;111.4285714
78;5;112.8571429
79;5;114.2857143
80;5;115.7142857
81;5;117.1428571
82;5;118.5714286
83;5;120
84;5;121.4285714
85;5;122.8571429
86;5;124.2857143
87;5;125.7142857
88;5;127.1428571
89;5;128.5714286
90;5;130
91;5;131.4285714
92;5;132.8571429
93;5;134.2857143
94;5;135.7142857
95;5;137.1428571
96;5;138.5714286
97;5;140
98;5;141.4285714
99;5;142.8571429
100;5;144.2857143
101;5;145.7142857
102;5;147.1428571
103;5;148.5714286
104;5;150
105;5;151.4285714
106;5;152.8571429
107;5;154.2857143
108;5;155.7142857
109;5;157.1428571
110;5;158.5714286
111;5;160
112;5;161.4285714
113;5;162.8571429
114;5;164.2857143
115;5;165.7142857
116;5;167.1428571
117;5;168.5714286
118;5;170
119;5;171.4285714
120;5;172.8571429
121;5;174.2857143
122;5;175.7142857
123;5;177.1428571
124;5;178.5714286
125;5;180
126;5;181.4285714
127;5;182.8571429
128;5;184.2857143
129;5;185.7142857
130;5;187.1428571
131;5;188.5714286
132;5;190
133;5;191.4285714
134;5;192.8571429
135;5;194.2857143
136;5;195.7142857
137;5;197.1428571
138;5;198.5714286
139;5;200
0;6;1.428571429
1;6;2.857142857
2;6;4.285714286
3;6;5.714285714
4;6;7.142857143
5;6;8.571428571
6;6;10
7;6;11.42857143
8;6;12.85714286
9;6;14.28571429
10;6;15.71428571
11;6;17.14285714
12;6;18.57142857
13;6;20
14;6;21.42857143
15;6;22.85714286
16;6;24.28571429
17;6;25.71428571
18;6;27.14285714
19;6;28.57142857
20;6;30
21;6;31.42857143
22;6;32.85714286
23;6;34.28571429
24;6;35.71428571
25;6;37.14285714
26;6;38.57142857
27;6;40
28;6;41.42857143
29;6;42.85714286
30;6;44.28571429
31;6;45.71428571
32;6;47.14285714
33;6;48.57142857
34;6;50
35;6;51.42857143
36;6;52.85714286
37;6;54.28571429
38;6;55.71428571
39;6;57.14285714
40;6;58.57142857
41;6;60
42;6;61.42857143
43;6;62.85714286
44;6;64.28571429
45;6;65.71428571
46;6;67.14285714
47;6;68.57142857
48;6;70
49;6;71.42857143
50;6;72.85714286
51;6;74.28571429
52;6;75.71428571
53;6;77.14285714
54;6;78.57142857
55;6;80
56;6;81.42857143
57;6;82.85714286
58;6;84.28571429
59;6;85.71428571
60;6;87.14285714
61;6;88.57142857
62;6;90
63;6;91.42857143
64;6;92.85714286
65;6;94.28571429
66;6;95.71428571
67;6;97.14285714
68;6;98.57142857
69;6;100
70;6;101.4285714
71;6;102.8571429
72;6;104.2857143
73;6;105.7142857
74;6;107.1428571
75;6;108.5714286
76;6;110
77;6;111.4285714
78;6;112.8571429
79;6;114.2857143
80;6;115.7142857
81;6;117.1428571
82;6;118.5714286
83;6;120
84;6;121.4285714
85;6;122.8571429
86;6;124.2857143
87;6;125.7142857
88;6;127.1428571
89;6;128.5714286
90;6;130
91;6;131.4285714
92;6;132.8571429
93;6;134.2857143
94;6;135.7142857
95;6;137.1428571
96;6;138.5714286
97;6;140
98;6;141.4285714
99;6;142.8571429
100;6;144.2857143
101;6;145.7142857
102;6;147.1428571
103;6;148.5714286
104;6;150
105;6;151.4285714
106;6;152.8571429
107;6;154.2857143
108;6;155.7142857
109;6;157.1428571
110;6;158.5714286
111;6;160
112;6;161.4285714
113;6;162.8571429
114;6;164.2857143
115;6;165.7142857
116;6;167.1428571
117;6;168.5714286
118;6;170
119;6;171.4285714
120;6;172.8571429
121;6;174.2857143
122;6;175.7142857
123;6;177.1428571
124;6;178.5714286
125;6;180
0;7;1.386861314
1;7;2.773722628
2;7;4.160583942
3;7;5.547445255
4;7;6.934306569
5;7;8.321167883
6;7;9.708029197
7;7;11.09489051
8;7;12.48175182
9;7;13.86861314
10;7;15.25547445
11;7;16.64233577
12;7;18.02919708
13;7;19.41605839
14;7;20.80291971
15;7;22.18978102
16;7;23.57664234
17;7;24.96350365
18;7;26.35036496
19;7;27.73722628
20;7;29.12408759
21;7;30.51094891
22;7;31.89781022
23;7;33.28467153
24;7;34.67153285
25;7;36.05839416
26;7;37.44525547
27;7;38.83211679
28;7;40.2189781
29;7;41.60583942
30;7;42.99270073
31;7;44.37956204
32;7;45.76642336
33;7;47.15328467
34;7;48.54014599
35;7;49.9270073
36;7;51.31386861
37;7;52.70072993
38;7;54.08759124
39;7;55.47445255
40;7;56.86131387
41;7;58.24817518
42;7;59.6350365
43;7;61.02189781
44;7;62.40875912
45;7;63.79562044
46;7;65.18248175
47;7;66.56934307
48;7;67.95620438
49;7;69.34306569
50;7;70.72992701
51;7;72.11678832
52;7;73.50364964
53;7;74.89051095
54;7;76.27737226
55;7;77.66423358
56;7;79.05109489
57;7;80.4379562
58;7;81.82481752
59;7;83.21167883
60;7;84.59854015
61;7;85.98540146
62;7;87.37226277
63;7;88.75912409
64;7;90.1459854
65;7;91.53284672
66;7;92.91970803
67;7;94.30656934
68;7;95.69343066
69;7;97.08029197
70;7;98.46715328
71;7;99.8540146
72;7;101.2408759
73;7;102.6277372
74;7;104.0145985
75;7;105.4014599
76;7;106.7883212
77;7;108.1751825
78;7;109.5620438
79;7;110.9489051
80;7;112.3357664
81;7;113.7226277
82;7;115.1094891
83;7;116.4963504
84;7;117.8832117
85;7;119.270073
86;7;120.6569343
87;7;122.0437956
88;7;123.4306569
89;7;124.8175182
90;7;126.2043796
91;7;127.5912409
92;7;128.9781022
93;7;130.3649635
94;7;131.7518248
95;7;133.1386861
96;7;134.5255474
97;7;135.9124088
98;7;137.2992701
99;7;138.6861314
100;7;140.0729927
101;7;141.459854
102;7;142.8467153
103;7;144.2335766
104;7;145.620438
105;7;147.0072993
106;7;148.3941606
107;7;149.7810219
108;7;151.1678832
109;7;152.5547445
110;7;153.9416058
111;7;155.3284672
112;7;156.7153285
113;7;158.1021898
114;7;159.4890511
115;7;160.8759124
116;7;162.2627737
117;7;163.649635
118;7;165.0364964
119;7;166.4233577
120;7;167.810219
121;7;169.1970803
122;7;170.5839416
123;7;171.9708029
124;7;173.3576642
125;7;174.7445255
126;7;176.1313869
127;7;177.5182482
128;7;178.9051095
129;7;180.2919708
130;7;181.6788321
131;7;183.0656934
132;7;184.4525547
133;7;185.8394161
134;7;187.2262774
135;7;188.6131387
136;7;190
0;8;1.458333333
1;8;2.916666667
2;8;4.375
3;8;5.833333333
4;8;7.291666667
5;8;8.75
6;8;10.20833333
7;8;11.66666667
8;8;13.125
9;8;14.58333333
10;8;16.04166667
11;8;17.5
12;8;18.95833333
13;8;20.41666667
14;8;21.875
15;8;23.33333333
16;8;24.79166667
17;8;26.25
18;8;27.70833333
19;8;29.16666667
20;8;30.625
21;8;32.08333333
22;8;33.54166667
23;8;35
24;8;36.45833333
25;8;37.91666667
26;8;39.375
27;8;40.83333333
28;8;42.29166667
29;8;43.75
30;8;45.20833333
31;8;46.66666667
32;8;48.125
33;8;49.58333333
34;8;51.04166667
35;8;52.5
36;8;53.95833333
37;8;55.41666667
38;8;56.875
39;8;58.33333333
40;8;59.79166667
41;8;61.25
42;8;62.70833333
43;8;64.16666667
44;8;65.625
45;8;67.08333333
46;8;68.54166667
47;8;70
48;8;71.45833333
49;8;72.91666667
50;8;74.375
51;8;75.83333333
52;8;77.29166667
53;8;78.75
54;8;80.20833333
55;8;81.66666667
56;8;83.125
57;8;84.58333333
58;8;86.04166667
59;8;87.5
60;8;88.95833333
61;8;90.41666667
62;8;91.875
63;8;93.33333333
64;8;94.79166667
65;8;96.25
66;8;97.70833333
67;8;99.16666667
68;8;100.625
69;8;102.0833333
70;8;103.5416667
71;8;105
72;8;106.4583333
73;8;107.9166667
74;8;109.375
75;8;110.8333333
76;8;112.2916667
77;8;113.75
78;8;115.2083333
79;8;116.6666667
80;8;118.125
81;8;119.5833333
82;8;121.0416667
83;8;122.5
84;8;123.9583333
85;8;125.4166667
86;8;126.875
87;8;128.3333333
88;8;129.7916667
89;8;131.25
90;8;132.7083333
91;8;134.1666667
92;8;135.625
93;8;137.0833333
94;8;138.5416667
95;8;140
96;8;141.4583333
97;8;142.9166667
98;8;144.375
99;8;145.8333333
100;8;147.2916667
101;8;148.75
102;8;150.2083333
103;8;151.6666667
104;8;153.125
105;8;154.5833333
106;8;156.0416667
107;8;157.5
108;8;158.9583333
109;8;160.4166667
110;8;161.875
111;8;163.3333333
112;8;164.7916667
113;8;166.25
114;8;167.7083333
115;8;169.1666667
116;8;170.625
117;8;172.0833333
118;8;173.5416667
119;8;175
120;8;176.4583333
121;8;177.9166667
122;8;179.375
123;8;180.8333333
124;8;182.2916667
125;8;183.75
126;8;185.2083333
127;8;186.6666667
128;8;188.125
129;8;189.5833333
130;8;191.0416667
131;8;192.5
132;8;193.9583333
133;8;195.4166667
134;8;196.875
135;8;198.3333333
136;8;199.7916667
137;8;201.25
138;8;202.7083333
139;8;204.1666667
140;8;205.625
141;8;207.0833333
142;8;208.5416667
143;8;210
0;9;1.301369863
1;9;2.602739726
2;9;3.904109589
3;9;5.205479452
4;9;6.506849315
5;9;7.808219178
6;9;9.109589041
7;9;10.4109589
8;9;11.71232877
9;9;13.01369863
10;9;14.31506849
11;9;15.61643836
12;9;16.91780822
13;9;18.21917808
14;9;19.52054795
15;9;20.82191781
16;9;22.12328767
17;9;23.42465753
18;9;24.7260274
19;9;26.02739726
20;9;27.32876712
21;9;28.63013699
22;9;29.93150685
23;9;31.23287671
24;9;32.53424658
25;9;33.83561644
26;9;35.1369863
27;9;36.43835616
28;9;37.73972603
29;9;39.04109589
30;9;40.34246575
31;9;41.64383562
32;9;42.94520548
33;9;44.24657534
34;9;45.54794521
35;9;46.84931507
36;9;48.15068493
37;9;49.45205479
38;9;50.75342466
39;9;52.05479452
40;9;53.35616438
41;9;54.65753425
42;9;55.95890411
43;9;57.26027397
44;9;58.56164384
45;9;59.8630137
46;9;61.16438356
47;9;62.46575342
48;9;63.76712329
49;9;65.06849315
50;9;66.36986301
51;9;67.67123288
52;9;68.97260274
53;9;70.2739726
54;9;71.57534247
55;9;72.87671233
56;9;74.17808219
57;9;75.47945205
58;9;76.78082192
59;9;78.08219178
60;9;79.38356164
61;9;80.68493151
62;9;81.98630137
63;9;83.28767123
64;9;84.5890411
65;9;85.89041096
66;9;87.19178082
67;9;88.49315068
68;9;89.79452055
69;9;91.09589041
70;9;92.39726027
71;9;93.69863014
72;9;95
73;9;96.30136986
74;9;97.60273973
75;9;98.90410959
76;9;100.2054795
77;9;101.5068493
78;9;102.8082192
79;9;104.109589
80;9;105.4109589
81;9;106.7123288
82;9;108.0136986
83;9;109.3150685
84;9;110.6164384
85;9;111.9178082
86;9;113.2191781
87;9;114.5205479
88;9;115.8219178
89;9;117.1232877
90;9;118.4246575
91;9;119.7260274
92;9;121.0273973
93;9;122.3287671
94;9;123.630137
95;9;124.9315068
96;9;126.2328767
97;9;127.5342466
98;9;128.8356164
99;9;130.1369863
100;9;131.4383562
101;9;132.739726
102;9;134.0410959
103;9;135.3424658
104;9;136.6438356
105;9;137.9452055
106;9;139.2465753
107;9;140.5479452
108;9;141.8493151
109;9;143.1506849
110;9;144.4520548
111;9;145.7534247
112;9;147.0547945
113;9;148.3561644
114;9;149.6575342
115;9;150.9589041
116;9;152.260274
117;9;153.5616438
118;9;154.8630137
119;9;156.1643836
120;9;157.4657534
121;9;158.7671233
122;9;160.0684932
123;9;161.369863
124;9;162.6712329
125;9;163.9726027
126;9;165.2739726
127;9;166.5753425
128;9;167.8767123
129;9;169.1780822
130;9;170.4794521
131;9;171.7808219
132;9;173.0821918
133;9;174.3835616
134;9;175.6849315
135;9;176.9863014
136;9;178.2876712
137;9;179.5890411
138;9;180.890411
139;9;182.1917808
140;9;183.4931507
141;9;184.7945205
142;9;186.0958904
143;9;187.3972603
144;9;188.6986301
145;9;190
0;10;1.769911504
1;10;3.539823009
2;10;5.309734513
3;10;7.079646018
4;10;8.849557522
5;10;10.61946903
6;10;12.38938053
7;10;14.15929204
8;10;15.92920354
9;10;17.69911504
10;10;19.46902655
11;10;21.23893805
12;10;23.00884956
13;10;24.77876106
14;10;26.54867257
15;10;28.31858407
16;10;30.08849558
17;10;31.85840708
18;10;33.62831858
19;10;35.39823009
20;10;37.16814159
21;10;38.9380531
22;10;40.7079646
23;10;42.47787611
24;10;44.24778761
25;10;46.01769912
26;10;47.78761062
27;10;49.55752212
28;10;51.32743363
29;10;53.09734513
30;10;54.86725664
31;10;56.63716814
32;10;58.40707965
33;10;60.17699115
34;10;61.94690265
35;10;63.71681416
36;10;65.48672566
37;10;67.25663717
38;10;69.02654867
39;10;70.79646018
40;10;72.56637168
41;10;74.33628319
42;10;76.10619469
43;10;77.87610619
44;10;79.6460177
45;10;81.4159292
46;10;83.18584071
47;10;84.95575221
48;10;86.72566372
49;10;88.49557522
50;10;90.26548673
51;10;92.03539823
52;10;93.80530973
53;10;95.57522124
54;10;97.34513274
55;10;99.11504425
56;10;100.8849558
57;10;102.6548673
58;10;104.4247788
59;10;106.1946903
60;10;107.9646018
61;10;109.7345133
62;10;111.5044248
63;10;113.2743363
64;10;115.0442478
65;10;116.8141593
66;10;118.5840708
67;10;120.3539823
68;10;122.1238938
69;10;123.8938053
70;10;125.6637168
71;10;127.4336283
72;10;129.2035398
73;10;130.9734513
74;10;132.7433628
75;10;134.5132743
76;10;136.2831858
77;10;138.0530973
